ID,Round,Block,BlockName,BlockID,Group,Question,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Comment
467,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",17,3,Mary opened the fridge and found out that the cheese had … mouldy. , turned , gone , got ,,,B,
468,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",18,3,They moved to the district which people … to call “The Hillside”. , got , turned , grew ,,,C,
469,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",19,3,Michael … deaf during the war. , went , turned , got ,,,A,
470,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",20,3,In the course of time Jenny … to understand why Glen behaved that way. , got , grew , went ,,,B,
471,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",21,3,They are … a very interesting research. , doing , making , performing ,,,A,
472,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",22,3,They have … an important discovery. , performed , done , made ,,,C,
473,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",23,3,The hurricane has … a lot of damage. , made , done , pleached ,,,B,
474,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",24,3,"Believe me, he didn’t mean to … any harm. ", pleach , make , do ,,,C,
475,2,8,"Глаголы-связки: be, appear, seem, become, get, do, make, etc.",25,3,She has … an important contribution to our campaign. , pleached , done , made ,,,C,
476,2,9,Существительные и определители,1,3,When I got home I found … on the doorstep. , a congratulation’s card , a congratulations card , congratulations’ cards ,,,B,
477,2,9,Существительные и определители,2,3,John decided to spend … holiday at the … . , a three-week … Sampsons' , a three-weeks … Sampsons , three weeks … Sampsons’ ,,,A,
478,2,9,Существительные и определители,3,3,Mary headed for the … house to ask him for help. , governor's-generals , governor-generals’ , governor-general's ,,,C,
479,2,9,Существительные и определители,4,3,Sarah wished she had a little garden with … like that of … . , lilies-of-the-valley … Mrs. Sand’s , lilies-of-the-valleys … Mrs. Sand's , lily-of-the-valleys … Mrs. Sand ,,,A,
480,2,9,Существительные и определители,5,3,Look at these … ! Only … can understand them! ," indices, formulas … genii "," indexes, formula … geniuses "," indexes, formulae … geniuses ",,,C,
481,2,9,Существительные и определители,6,3,The neuroscientists examined brain activity during a simple … experiment. , decision-making , decisions-making , making-decision ,,,A,
482,2,9,Существительные и определители,7,3,The most common treatment for seasonal affective disorder is … . , lights therapy , light’s therapy , light therapy ,,,C,
483,2,9,Существительные и определители,8,3,Mumps … a dangerous disease but I’m not sure that the … is correct. , is … diagnoses , are … diagnosis , is … diagnosis ,,,C,
484,2,9,Существительные и определители,9,3,… is being researched at the local laboratory. , These species , This species , Those species ,,,B,
485,2,9,Существительные и определители,10,3,He’s going to paint … red. , the roof’s tiles , the roof tile , the tiles of the roof ,,,C    ,
486,2,9,Существительные и определители,11,3,I was greatly impressed by … solemn speech. , The Prince’s of Wales , The Prince of Wale’s , The Prince of Wales’ ,,,C,
487,2,9,Существительные и определители,12,3,The fifty dollars she gave me … spent on pills yesterday. , was , were , have been ,,,A,
488,2,9,Существительные и определители,13,3,We have to admit that about 60 per cent of the houses here … major repairs. , need , needs , needs in ,,,A,
489,2,9,Существительные и определители,14,3,Billiards … a boring game. I wonder why the youth of today … so fond of …? , are … is … them , are … are … it , is … are … it ,,,C,
490,2,9,Существительные и определители,15,3,The majority of local people … on growing crops and keeping animals. , is depending , depends , depend ,,,C,
491,2,9,Существительные и определители,16,3,Only ten miles … the cities involved in the contest. , separate , separates , have separated ,,,B ,
492,2,9,Существительные и определители,17,3,Stop! The traffic … heavy and the traffic lights … red. , is … is , is … are , are … is ,,,B,
493,2,9,Существительные и определители,18,3,Displayed on the board … some new adverts. , was , were , there is ,,,B,
494,2,9,Существительные и определители,19,3,Jane gave … money she had to a beggar. , what little , quite a few , a great number of ,,,A,
495,2,9,Существительные и определители,20,3,… at the university will be pleased to have an extra day off. , A quite few students , Many a student , Great deal of students ,,,B,
496,2,9,Существительные и определители,21,3,Their companion was not able to stay for … performance. , the whole , all the , whole ,,,A,
497,2,9,Существительные и определители,22,3,We haven’t slept a wink. The baby was crying … night long. , through the , whole , all ,,,C,
498,2,9,Существительные и определители,23,3,Mr. Strafford donated … as 300 euros yesterday. , as much , much , less ,,,A,
499,2,9,Существительные и определители,24,3,I can’t come out. I’ve got … work to do. , a rather much , quite lot of , rather a lot of ,,,C,
500,2,9,Существительные и определители,25,3,Sally earns twice … I do. , as much money than , much money as , as much money as ,,,C,
501,2,10,Местоимения и предлоги,1,3,The committee usually raise … hands to vote ‘Yes’. , its , their , his ,,,B,
502,2,10,Местоимения и предлоги,2,3,Some youngsters are very responsible nowadays and … make excuses for all of their shortfalls. , the others , others , the other ,,,B,
503,2,10,Местоимения и предлоги,3,3,"Between … , I don’t think George is as generous as he should be. ", ourselves , you and myself , ours ,,,A,
504,2,10,Местоимения и предлоги,4,3,"The other people, … most readers will have heard of, are also from Canada. ", neither of who , none of which , none of whom ,,,C,
505,2,10,Местоимения и предлоги,5,3,We arranged the party but … came. , not anyone , no one , none of ,,,B,
506,2,10,Местоимения и предлоги,6,3,… the athletes is over 30. , Not any among , None of , No of ,,,B,
507,2,10,Местоимения и предлоги,7,3,The valley … the town lies is very picturesque. , in which , in that , which ,,,A,
508,2,10,Местоимения и предлоги,8,3,Suzie is one of the kindest people … I know. , who , that , which ,,,B,
509,2,10,Местоимения и предлоги,9,3,These files contain all … you need to know. , that , which , that’s ,,,A,
510,2,10,Местоимения и предлоги,10,3,"Laura was able to switch between Spanish and German, … she spoke fluently. ", both of which , they both , both which ,,,A,
511,2,10,Местоимения и предлоги,11,3,Thomas arrived … France … the Christmas holidays. , at … on , in … in , to … on ,,,B,
512,2,10,Местоимения и предлоги,12,3,They’ve had an increase … about 40% in the last three months. , by , in , of ,,,C,
513,2,10,Местоимения и предлоги,13,3,The company’s managers were very wary … advertising on the site. , for , of , at ,,,B,
514,2,10,Местоимения и предлоги,14,3,The damage … the goods happened … no fault of ours. , of … by , of … at , to … through ,,,C,
515,2,10,Местоимения и предлоги,15,3,We will be grateful … you if you will inform us … your decision … five days. , to … about … during , for … of … in , to … of … within ,,,C,
516,2,10,Местоимения и предлоги,16,3,… accordance … our request they advised us of the terms and conditions they cooperate … . , in … to … at , in … with … on , in … to … with ,,,B,
517,2,10,Местоимения и предлоги,17,3,This type of depression is triggered by a fall … the production of a particular hormone. , under , in , of ,,,B,
518,2,10,Местоимения и предлоги,18,3,I know they take pride … all their achievements. , in , about , of ,,,A,
519,2,10,Местоимения и предлоги,19,3,Jimmy’s love … money was almost an obsession. , at , of , with ,,,B,
520,2,10,Местоимения и предлоги,20,3,Our customers are not content … the quality of the furs you deal … . , with … in , about … on , by … with ,,,A,
521,2,10,Местоимения и предлоги,21,3,I didn’t object … their moving in the wrong direction. , despite of , in spite of , with ,,,B,
522,2,10,Местоимения и предлоги,22,3,Mr. Smith was angry … being denied admittance. , at , with , by ,,,A,
523,2,10,Местоимения и предлоги,23,3,"Jeffrey had to choose … the universities of Leeds, York and Manchester. ", among , over , between ,,,C,
524,2,10,Местоимения и предлоги,24,3,In 1919 these two countries were still … . , in war , at war , at the war ,,,B,
525,2,10,Местоимения и предлоги,25,3,Am I right … thinking that you come from Brazil? , about , at , in ,,,C,
526,3,1,история английского языка - 1,1,4,Большую роль в становлении большинства английских вопросительных местоимений сыграла … . , ассибиляция , вокализация , геминация , метатеза ,, D,
527,3,1,история английского языка - 1,2,4,"Второй класс древнеанглийских слабых глаголов был более продуктивным, чем первый, поскольку для глаголов второго класса не было характерно такое явление, как … . ", аблаут , метатеза , умлаут , вокализация ,, C,
528,3,1,история английского языка - 1,3,4,"Формы единственного и множественного числа существительных foot (feet), tooth (teeth), man (men) и ряда других отличаются друг от друга качеством корневого гласного благодаря действию … . ", аблаута , геминации , сдвига гласных , умлаута ,, D,
529,3,1,история английского языка - 1,4,4,Для ранних памятников древнеанглийской литературы было обязательно наличие в поэтическом произведении … . , аллитерации и рифмы , рифмы и цезуры , рифмы и ритма , аллитерации и цезуры ,, D,
530,3,1,история английского языка - 1,5,4,Наряду с прямым и обратным порядком слов в древнеанглийских предложениях также встречался … порядок слов. , синтетический , синтаксический , семантический , синсемантический ,, A,
531,3,2,история английского языка – 2,1,4,Качественно-количественный аблаут можно увидеть в парадигме древнеанглийских … . , слабых глаголов первого класса , сильных глаголов шестого класса , претерито-презентных глаголов , неправильных глаголов ,, B,
532,3,2,история английского языка – 2,2,4,По мнению ряда лингвистов на развитие личного местоимения she оказало влияние … местоимение женского рода. , притяжательное , указательное , неопределенное , неопределенно-личное ,, B,
533,3,2,история английского языка – 2,3,4,Частица “to” современного английского инфинитива произошла от древнеанглийского предлога “tō” … падежа. , родительного , дательного , винительного , творительного ,, B,
534,3,2,история английского языка – 2,4,4,"Отто Есперсен считал, что одной из основных причин перехода английского языка от синтетического строя к аналитическому явилось … завоевание Британии. ", нормандское , римское , скандинавское , англосаксонское ,, C,
535,3,2,история английского языка – 2,5,4,"Большинство ученых, занимающихся вопросами истории английского языка, выделяют три периода его развития, принимая во внимание экстралингвистические факторы. Выдающийся лингвист … предложил периодизацию развития английского языка, основанную на учете собственно лингвистических (языковых) факторов. ", Бруннер К. , Вернер К. , Раск Р. , Суит Г. ,, D,
536,3,3,стилистика английского языка + языкознание,1,4,"Название рассказа О. Henry “Mammon and the Archer” не содержит такого выразительного средства, как … . ", antithesis , irony , metonymy , metaphor ,, B,
537,3,3,стилистика английского языка + языкознание,2,4,"Отрывок из романа У. Теккерея “Ярмарка тщеславия” “He was a fine open-faced boy,.. sturdy in limb, but generous and soft in heart…” не содержит такого выразительного средства, как … . ", antithesis , bathos , epithet , genuine metaphor ,, D,
538,3,3,стилистика английского языка + языкознание,3,4,"Называя в своем романе “Ярмарка тщеславия” слуг “Discovery”, “Calumny” и “awful kitchen inquisition”, У. Теккерей не использует при этом такое выразительное средство, как … . ", antonomasia , metaphor , oxymoron , zeugma ,, D,
539,3,3,стилистика английского языка + языкознание,4,4,"Английский язык принадлежит к той же языковой группе, что и … . ", бургундский , венгерский , галиндский , селийский ,, A,
540,3,3,стилистика английского языка + языкознание,5,4,Английский язык и … язык принадлежат к разным языковым семьям. , грабар , ликийский , маторский , селонский ,, C,
541,3,4,лексикология + теоретическая грамматика английского языка,1,4,"В … слова “hovel” входит, в частности, “a place where a tramp can live”. ", импликационал , интенсионал , негимпликационал , экстенсионал ,, A,
542,3,4,лексикология + теоретическая грамматика английского языка,2,4,… являются по отношению друг к другу эквонимами. , Phanerogam и rosales , Rosales и dog-bramble , Dog-bramble и hawthorn , Hawthorn и scion ,, C,
543,3,4,лексикология + теоретическая грамматика английского языка,3,4,"В наиболее авторитетных трудах по теоретической грамматике современного английского языка говорится о том, что в английском языке существует … . ",два времени ,четыре времени ,двеннадцать времен ,шестнадцать времен ,, A,
544,3,4,лексикология + теоретическая грамматика английского языка,4,4,"Формы глагола “wrote” и “had been writing”, в терминах А.И. Смирницкого, отличаются категориями … . ", времени и временной отнесенности , временной отнесенности и вида , времени и вида ," времени, временной отнесенности и вида ",, B,
545,3,4,лексикология + теоретическая грамматика английского языка,5,4,"Существуют различные точки зрения на количество … в английском языке. В ""Теоретической грамматике современного английского языка"" (авторы И.П. Иванова, В.В. Бурлакова, Г.Г. Почепцов) говорится о 3. Такого же мнения придерживаются, в частности, Дж. Лич и И.Б. Хлебникова. Другие лингвисты насчитывают их 2, 4, 5 и даже 16. ", времен , грамматических категорий глагола , классов частей речи , наклонений ,, D ,
546,3,5,когнитивная лингвистика + языкознание + лексикология,1,4,"В терминах И.А. Стернина, CUP является … концептом. ", базовым , одноуровневым , многоуровневым , сегментным ,, B,
547,3,5,когнитивная лингвистика + языкознание + лексикология,2,4,"По мнению С.Г. Воркачёва к … составляющей лингвокультурного концепта СЧАСТЬЕ относятся, в частности, стоическая, эпикурейская, гедоническая и ряд других концепций. ", значимостной , образной , понятийной , ценностной ,, C ,
548,3,5,когнитивная лингвистика + языкознание + лексикология,3,4,INSURANCE нельзя назвать … . , концептом , концептосферой , скриптом , фреймом ,, C,
549,3,5,когнитивная лингвистика + языкознание + лексикология,4,4,"Пользуясь терминологией представителей пражской школы, оппозицию единственное – множественное число в современном английском языке нельзя назвать … . ", градуальной , привативной , равнозначной , эквиполентной ,, A,
550,3,5,когнитивная лингвистика + языкознание + лексикология,5,4,В концепции М.В. Никитина “… вообще – проекция мыслительных связей импликационного характера на семантическое варьирование слова”. При этом под импликацией понимается “мыслительная операция установления линейной зависимости между концептами в сознании как отражение реальных (а иногда и мнимых) связей между реальными (а иногда и мнимыми) сущностями реального (а иногда и мнимого) мира”. , катахреза , метафора , метонимия , специализация значения ,, C,
